pop1,pop2,mean_pairwise_IBD_length,lat,long
Portuguese,Spanish-Catalonia,4.051,41.68,1.66
Jordanian,Slovakian,1.647,48.67,19.7
Lebanese-Muslim,Somali,0.382,5.6,48.3
Jew-Azeri,Jordanian,1.339,32.03,35.91
Hazara,Croat,1.389,43.63,16.84
Gagauz,Kazakh-West,1.377,51.8,67.16
Turk-South,Russia-AJ,1.993,55.75,37.62
Turk-Northeast,Uzbek-East,1.015,41.18,69.22
Avar,Poland-AJ,1.729,52.25,21
Orcadian,Pole,5.627,51.98,19.4
Karachay,Somali,0.18,5.6,48.3
Moroccan,Palestinian,1.935,32.13,35.04
Spanish-Valencia,Spanish-Balearic,5.293,39.33,2.37
Chechen,Assyrian-MiddleEast,1.623,37.27,44.21
Punjabi,Circassian,0.644,44.28,41.55
Czech,Jordanian,1.713,32.03,35.91
Turk-Central,Palestinian,1.066,32.13,35.04
French-Northeast,French-Northwest,5.114,48.25,-3.24
Romanian,Mordvin,7.259,54.49,44.21
Kurd,Portuguese,1.482,39.4,-8.22
Lebanese-Christian,Kumyk,1.319,43.18,46.76
Bengali,Iranian-North,0.796,36.29,52.43
French-Northwest,Orcadian,7.354,59,-3
Bulgarian,Russia-AJ,2.961,55.75,37.62
Kumyk,Russian-Arctic,2.965,63.43,45.1
Bulgarian,Avar,2.178,41.93,47.33
Latvian,Italian-South,3.687,41.89,14.49
Russian-Northwest,Chuvash,9.372,55.33,48.74
Karakalpak,Ukraine-AJ,1.322,50.43,30.52
Saudi,Russia-AJ,1.925,55.75,37.62
Avar,Turk-Central,1.252,38.73,35.48
Albanian,Georgian,1.563,41.96,42.06
French-North,Ukranian-Central,3.753,50.47,30.3
Jordanian,Corsican,1.112,42.04,9.01
Ingush,Moldavian,1.961,46.51,29.66
Lebanese-Muslim,Czechia-AJ,1.363,50.08,14.47
Uyghur-North,Nogai,2.92,44.82,43.22
Assyrian-MiddleEast,Abkhasian,1.424,43.04,40.93
Portuguese,Poland-AJ,2.584,52.25,21
Gagauz,Lithuanian,8.205,55,23.93
Jew-Azeri,Finn,1.457,60.39,24.49
Hazara,Sicilian-West,0.816,38.02,12.52
Turk-Northeast,Tatar-Siberia,0.901,57.75,67.71
Turk-South,Bashkir,1.468,54.32,56.12
Orcadian,Sardinian,2.369,40,9
Karachay,Czechia-AJ,1.695,50.08,14.47
Chechen,Lebanese-Muslim,1.251,33.89,35.5
Avar,Russian-Central,2.498,57.19,38.52
Punjabi,Iranian-North,0.968,36.29,52.43
Moroccan,Mordvin,1.331,54.49,44.21
Spanish-Valencia,Druze,1.272,32.05,35.02
Czech,Finn,9.242,60.39,24.49
Turk-Central,Mordvin,1.817,54.49,44.21
French-Northeast,Czech,5.066,50.1,14.4
Kurd,Spanish-North,1.846,43.05,-3.35
Romanian,Ukraine-AJ,3.348,50.43,30.52
Lebanese-Christian,Orcadian,1.237,59,-3
Bulgarian,Turk-South,2.03,37,35.32
Bengali,BedouinB,0.275,31,35
Kumyk,Karelian,2.5,60.85,32.14
Bulgarian,Bashkir,3.301,54.32,56.12
French-Northwest,Uyghur-North,1.225,43.95,80.86
Latvian,Tuscan,3.723,43.36,11.12
Russian-Northwest,Ossetian,2.041,43.07,44.23
Saudi,Bashkir,0.982,54.32,56.12
Karakalpak,Russia-AJ,1.18,55.75,37.62
Avar,Moroccan,0.751,33.53,-7.58
Albanian,Germany-AJ,2.492,52.52,13.4
Lebanese-Muslim,Lezgin,1.055,42.05,48.1
Jordanian,Greek-South,1.235,37.9,23.7
Ingush,Jew-Azeri,2.397,40.88,48.02
French-North,Tabasaran,2.161,42.05,47.81
Assyrian-MiddleEast,Icelandic,1.637,64.13,-21.93
Gagauz,Balkar,1.782,43.5,43.61
Uyghur-North,Kyrgyz-North,4.162,43.12,81.15
Turk-Northeast,Spanish-Central,1.6,40.36,-3.74
Hazara,Udmurt,2.359,56.43,52.66
Portuguese,Russian-Central,3.685,57.19,38.52
Jew-Azeri,Jew-Italian,2.015,41.9,12.48
Turk-South,Spanish-Catalonia,1.847,41.68,1.66
Karachay,Lezgin,2.305,42.05,48.1
Orcadian,Baloch,1.35,30.5,66.5
Spanish-Valencia,Adygei,1.644,44.39,39.31
Chechen,Hazara,1.233,33.5,70
Punjabi,BedouinB,0.205,31,35
Moroccan,Ukraine-AJ,2.105,50.43,30.52
Czech,Jew-Italian,3.421,41.9,12.48
Turk-Central,Ukraine-AJ,1.495,50.43,30.52
French-Northeast,Assyrian-MiddleEast,1.076,37.27,44.21
Romanian,Russia-AJ,2.777,55.75,37.62
Lebanese-Christian,Uyghur-North,0.69,43.95,80.86
Kurd,French-Northeast,1.323,48.76,6.13
Bengali,Jew-Uzbek,0.66,41.31,69.29
Bulgarian,Karakalpak,1.517,42.48,59.61
Bulgarian,Spanish-Catalonia,3.466,41.68,1.66
Kumyk,Gujarati,0.694,23.2,72.7
French-Northwest,Spanish-Valencia,3.928,39.02,-0.37
Latvian,Slovenian,10.952,46.15,15
Russian-Northwest,Turk-Northwest,3.644,40.4,28.56
Albanian,Tatar-Volga,3.377,54.19,52.71
Saudi,Spanish-Catalonia,1.561,41.68,1.66
Avar,Romanian,2.21,45.78,22.95
Karakalpak,Bashkir,3.958,54.32,56.12
Lebanese-Muslim,Kazakh-East,0.367,44,87.46
Ingush,Karachay,7.157,43.94,42.52
Jordanian,Estonian,1.301,58.45,25.31
French-North,Veps,5.029,61.3,35.01
Gagauz,Kabardian,2.268,43.45,43.37
Assyrian-MiddleEast,Italian-North,1.601,46,10
Uyghur-North,Yemenite-Northwest,0.441,15.74,44.45
Turk-Northeast,Hungarian,2.137,47.49,19.07
Hazara,Belarus-AJ,1.299,53.9,27.57
Jew-Azeri,Italian-Northwest,1.658,45.05,7.52
Turk-South,Poland-AJ,1.932,52.25,21
Karachay,Kazakh-East,1.494,44,87.46
Punjabi,Jew-Uzbek,0.574,41.31,69.29
Spanish-Valencia,Tajik,1.478,38.41,69.6
Orcadian,Swede,7.949,59.31,18
Turk-South,Karakalpak,0.972,42.48,59.61
Moroccan,Russia-AJ,1.886,55.75,37.62
Chechen,Kumyk,12.289,43.18,46.76
Turk-Central,Russia-AJ,1.518,55.75,37.62
French-Northeast,Lebanese-Muslim,1.143,33.89,35.5
Czech,Italian-Northwest,3.589,45.05,7.52
Bengali,Greek-North,0.631,40.64,22.94
Kurd,French-Northwest,1.626,48.25,-3.24
Lebanese-Christian,Spanish-Valencia,1.332,39.02,-0.37
Romanian,Bashkir,3.734,54.32,56.12
Bulgarian,Turk-Central,2.069,38.73,35.48
Bulgarian,Poland-AJ,3.13,52.25,21
Kumyk,Pashtun,1.101,33.49,70.5
Russian-Northwest,Egyptian,1.03,30.69,31.28
Latvian,Slovakian,14.811,48.67,19.7
French-Northwest,Moldavian,3.514,46.51,29.66
Albanian,Yemenite-Desert,1.101,16.48,50.03
Saudi,Poland-AJ,1.861,52.25,21
Lebanese-Muslim,Kazakh-West,0.473,51.8,67.16
Avar,Saudi,1.447,19.75,43.35
Karakalpak,Spanish-Catalonia,1.274,41.68,1.66
Ingush,Jordanian,1.533,32.03,35.91
Jordanian,Russian-Arctic,1.072,63.43,45.1
Gagauz,Belarusian,8.618,53.64,27.47
French-North,Norwegian,5.653,60.32,5.81
Assyrian-MiddleEast,Circassian,1.409,44.28,41.55
Uyghur-North,Jew-Bulgarian,0.74,42.68,23.32
Turk-Northeast,Mozabite,0.624,32,3
Hazara,Sindhi,1.185,25.49,69
Karachay,Kazakh-West,1.548,51.8,67.16
Turk-South,Russian-Central,2.127,57.19,38.52
Punjabi,Greek-North,0.668,40.64,22.94
Jew-Azeri,Ukranian-Central,1.748,50.47,30.3
Moroccan,Bashkir,0.758,54.32,56.12
Turk-South,Turk-Central,1.559,38.73,35.48
Spanish-Valencia,Palestinian,1.297,32.13,35.04
Chechen,Orcadian,2.831,59,-3
Orcadian,Brahui,1.639,30.5,66.5
Spanish-North,French-Northeast,3.907,48.76,6.13
Turk-Central,Bashkir,1.316,54.32,56.12
French-Northeast,Hazara,1.286,33.5,70
Bengali,German,0.675,51.48,10.37
Romanian,Spanish-Catalonia,3.38,41.68,1.66
Lebanese-Christian,Moldavian,1.349,46.51,29.66
Kurd,Czech,1.415,50.1,14.4
Czech,Ukranian-Central,11.716,50.47,30.3
Bulgarian,Moroccan,1.531,33.53,-7.58
Kumyk,Chuvash,2.345,55.33,48.74
Bulgarian,Russian-Central,7.507,57.19,38.52
Russian-Northwest,Komi,11.543,61.87,51.43
Latvian,Corsican,4.164,42.04,9.01
French-Northwest,Jew-Azeri,1.6,40.88,48.02
Karakalpak,Poland-AJ,1.233,52.25,21
Saudi,Russian-Central,1.148,57.19,38.52
Lebanese-Muslim,Lithuanian,1.361,55,23.93
Albanian,Lithuania-AJ,2.755,54.68,25.32
Avar,Portuguese,2.098,39.4,-8.22
Ingush,Finn,2.405,60.39,24.49
Jordanian,Karelian,1.176,60.85,32.14
Gagauz,Basque-France,2.624,43,0
French-North,Abkhasian,1.505,43.04,40.93
Uyghur-North,Hungary-AJ,1.032,47.5,19.08
Assyrian-MiddleEast,Iranian-North,1.289,36.29,52.43
Karachay,Lithuanian,3.253,55,23.93
Turk-Northeast,Iranian-Central,1.104,31.43,51.07
Hazara,Italian-South,1.104,41.89,14.49
Punjabi,German,0.878,51.48,10.37
Moroccan,Spanish-Catalonia,2.045,41.68,1.66
Turk-South,Moroccan,1.359,33.53,-7.58
Jew-Azeri,Tabasaran,1.469,42.05,47.81
Chechen,Uyghur-North,1.534,43.95,80.86
Spanish-North,French-Northwest,4.756,48.25,-3.24
Spanish-Valencia,Mordvin,3.352,54.49,44.21
Orcadian,Uzbek-East,2.024,41.18,69.22
Bengali,Somali,0.088,5.6,48.3
Turk-Central,Spanish-Catalonia,1.336,41.68,1.66
French-Northeast,Kumyk,1.945,43.18,46.76
Romanian,Poland-AJ,2.974,52.25,21
Lebanese-Christian,Jew-Azeri,1.263,40.88,48.02
Bulgarian,Romanian,6.494,45.78,22.95
Kurd,Assyrian-MiddleEast,1.602,37.27,44.21
Czech,Tabasaran,2.505,42.05,47.81
Kumyk,Ossetian,4.446,43.07,44.23
Russian-Northwest,Azeri,1.877,40.97,47.86
Latvian,Greek-South,4.921,37.9,23.7
French-Northwest,Karachay,2.708,43.94,42.52
Lebanese-Muslim,Balkar,0.986,43.5,43.61
Albanian,Roman-Iberia,2.645,40.67,-3.14
Karakalpak,Russian-Central,2.567,57.19,38.52
Avar,Spanish-North,1.766,43.05,-3.35
Gagauz,Croat,6.534,43.63,16.84
Ingush,Jew-Italian,1.585,41.9,12.48
Jordanian,Gujarati,0.365,23.2,72.7
Uyghur-North,Georgian,0.905,41.96,42.06
French-North,Icelandic,6.092,64.13,-21.93
Punjabi,Somali,0.132,5.6,48.3
Assyrian-MiddleEast,BedouinB,1.156,31,35
Turk-Northeast,Romania-AJ,1.897,44.43,26.1
Hazara,Tuscan,1.058,43.36,11.12
Karachay,Balkar,25.907,43.5,43.61
Turk-South,Romanian,2.338,45.78,22.95
Moroccan,Poland-AJ,2.152,52.25,21
Karakalpak,Turk-Central,0.898,38.73,35.48
Chechen,Spanish-Valencia,2.037,39.02,-0.37
Jew-Azeri,Veps,1.192,61.3,35.01
Spanish-North,Czech,4.36,50.1,14.4
Bengali,Czechia-AJ,0.587,50.08,14.47
Orcadian,Tatar-Siberia,2.319,57.75,67.71
Spanish-Valencia,Ukraine-AJ,2.708,50.43,30.52
Turk-Central,Poland-AJ,1.627,52.25,21
French-Northeast,Orcadian,5.57,59,-3
Bulgarian,Saudi,1.83,19.75,43.35
Lebanese-Christian,Karachay,1.213,43.94,42.52
Kurd,Lebanese-Muslim,1.43,33.89,35.5
Kumyk,Turk-Northwest,1.843,40.4,28.56
Czech,Veps,9.378,61.3,35.01
Russian-Northwest,Armenian,1.656,40.2,44.39
Romanian,Russian-Central,7.811,57.19,38.52
French-Northwest,Jordanian,1.227,32.03,35.91
Lebanese-Muslim,Kabardian,1.14,43.45,43.37
Albanian,Yemenite-Highlands,1.031,14.34,44.68
Gagauz,Sicilian-West,2.193,38.02,12.52
Latvian,Estonian,25.377,58.45,25.31
Avar,French-Northeast,1.832,48.76,6.13
Albanian,Turk-Northeast,2.245,41,39.73
Ingush,Italian-Northwest,1.815,45.05,7.52
Portuguese,Spanish-North,5.611,43.05,-3.35
Jordanian,Pashtun,0.818,33.49,70.5
Uyghur-North,Germany-AJ,0.923,52.52,13.4
Punjabi,Czechia-AJ,0.409,50.08,14.47
French-North,Italian-North,3.12,46,10
Hazara,Slovenian,1.402,46.15,15
Turk-Northeast,BedouinA,1.493,31,35
Karachay,Kabardian,11.559,43.45,43.37
Assyrian-MiddleEast,Jew-Uzbek,1.596,41.31,69.29
Moroccan,Russian-Central,1.119,57.19,38.52
Turk-South,Saudi,2.398,19.75,43.35
Karakalpak,Moroccan,0.438,33.53,-7.58
Chechen,Moldavian,2.092,46.51,29.66
Spanish-North,Assyrian-MiddleEast,1.531,37.27,44.21
Bengali,Lezgin,0.83,42.05,48.1
Jew-Azeri,Norwegian,1.392,60.32,5.81
Spanish-Valencia,Russia-AJ,2.3,55.75,37.62
Turk-Central,Russian-Central,1.909,57.19,38.52
Orcadian,Spanish-Central,5.245,40.36,-3.74
Lebanese-Christian,Jordanian,1.284,32.03,35.91
French-Northeast,Uyghur-North,1.171,43.95,80.86
Bulgarian,Portuguese,2.481,39.4,-8.22
Kurd,Hazara,1.036,33.5,70
Kumyk,Egyptian,0.922,30.69,31.28
Czech,Norwegian,6.528,60.32,5.81
Albanian,Spanish-Balearic,2.852,39.33,2.37
Lebanese-Muslim,Belarusian,1.422,53.64,27.47
Russian-Northwest,Pole,16.463,51.98,19.4
French-Northwest,Finn,5.372,60.39,24.49
Gagauz,Udmurt,3.059,56.43,52.66
Albanian,Russian-Northwest,4.753,57.59,28.73
Turk-Central,Moroccan,0.542,33.53,-7.58
Avar,French-Northwest,2.425,48.25,-3.24
Ingush,Ukranian-Central,2.872,50.47,30.3
Latvian,Russian-Arctic,17.042,63.43,45.1
Jordanian,Chuvash,0.745,55.33,48.74
Portuguese,French-Northeast,3.812,48.76,6.13
Punjabi,Lezgin,0.71,42.05,48.1
Uyghur-North,Tatar-Volga,2.044,54.19,52.71
French-North,Circassian,1.594,44.28,41.55
Hazara,Slovakian,1.62,48.67,19.7
Assyrian-MiddleEast,Greek-North,1.812,40.64,22.94
Turk-Northeast,Nogai,1.057,44.82,43.22
Karachay,Belarusian,2.625,53.64,27.47
Turk-South,Portuguese,1.677,39.4,-8.22
Karakalpak,Romanian,1.655,45.78,22.95
Chechen,Jew-Azeri,1.481,40.88,48.02
Bengali,Kazakh-East,0.803,44,87.46
Spanish-North,Lebanese-Muslim,1.325,33.89,35.5
Spanish-Valencia,Bashkir,1.815,54.32,56.12
Jew-Azeri,Abkhasian,1.497,43.04,40.93
Orcadian,Hungarian,4.949,47.49,19.07
French-Northeast,Spanish-Valencia,3.861,39.02,-0.37
Bulgarian,Spanish-North,3.227,43.05,-3.35
Lebanese-Christian,Finn,1.368,60.39,24.49
Kurd,Kumyk,1.417,43.18,46.76
Kumyk,Komi,2.408,61.87,51.43
Lebanese-Muslim,Basque-France,1.347,43,0
Albanian,Druze,1.669,32.05,35.02
Russian-Northwest,Sardinian,1.971,40,9
Gagauz,Belarus-AJ,3.137,53.9,27.57
Czech,Abkhasian,1.679,43.04,40.93
French-Northwest,Jew-Italian,2.781,41.9,12.48
Saudi,Portuguese,1.209,39.4,-8.22
Albanian,Latvian,5.144,56.91,24.1
Avar,Czech,2.508,50.1,14.4
Turk-Central,Romanian,1.609,45.78,22.95
Ingush,Tabasaran,3.343,42.05,47.81
Jordanian,Ossetian,0.87,43.07,44.23
Portuguese,French-Northwest,4.589,48.25,-3.24
Latvian,Karelian,17.452,60.85,32.14
Punjabi,Kazakh-East,0.602,44,87.46
Uyghur-North,Yemenite-Desert,0.482,16.48,50.03
French-North,Iranian-North,1.054,36.29,52.43
Hazara,Corsican,0.937,42.04,9.01
Assyrian-MiddleEast,German,1.145,51.48,10.37
Turk-Northeast,Kyrgyz-North,0.651,43.12,81.15
Karachay,Basque-France,1.74,43,0
Turk-South,Spanish-North,2.23,43.05,-3.35
Bengali,Kazakh-West,0.519,51.8,67.16
Karakalpak,Saudi,0.791,19.75,43.35
Romanian,Saudi,1.221,19.75,43.35
Chechen,Karachay,3.324,43.94,42.52
Spanish-North,Hazara,1.509,33.5,70
Jew-Azeri,Icelandic,1.417,64.13,-21.93
Spanish-Valencia,Spanish-Catalonia,5.326,41.68,1.66
Moroccan,Romanian,1.097,45.78,22.95
Lebanese-Christian,Jew-Italian,1.32,41.9,12.48
French-Northeast,Moldavian,3.715,46.51,29.66
Bulgarian,French-Northeast,3.843,48.76,6.13
Orcadian,Mozabite,1.57,32,3
Kumyk,Azeri,1.971,40.97,47.86
Kurd,Orcadian,1.69,59,-3
Lebanese-Muslim,Croat,1.371,43.63,16.84
Gagauz,Sindhi,0.979,25.49,69
Russian-Northwest,Baloch,1.655,30.5,66.5
Albanian,Adygei,2.213,44.39,39.31
Albanian,Gagauz,5.485,45.54,28.38
Czech,Icelandic,8.003,64.13,-21.93
Saudi,Spanish-North,1.522,43.05,-3.35
Avar,Assyrian-MiddleEast,1.176,37.27,44.21
French-Northwest,Italian-Northwest,3.415,45.05,7.52
Turk-Central,Saudi,1.29,19.75,43.35
Punjabi,Kazakh-West,0.574,51.8,67.16
Jordanian,Turk-Northwest,1.025,40.4,28.56
Latvian,Gujarati,1.293,23.2,72.7
Ingush,Veps,2.543,61.3,35.01
Portuguese,Czech,3.738,50.1,14.4
Uyghur-North,Lithuania-AJ,1.055,54.68,25.32
Assyrian-MiddleEast,Somali,0.354,5.6,48.3
Hazara,Greek-South,1.035,37.9,23.7
Turk-Northeast,Yemenite-Northwest,1.064,15.74,44.45
Bengali,Lithuanian,1.092,55,23.93
Turk-South,French-Northeast,1.728,48.76,6.13
French-North,BedouinB,0.861,31,35
Karachay,Croat,2.234,43.63,16.84
Karakalpak,Portuguese,1.375,39.4,-8.22
Romanian,Portuguese,2.592,39.4,-8.22
Chechen,Jordanian,1.105,32.03,35.91
Spanish-North,Kumyk,2.276,43.18,46.76
Moroccan,Saudi,6.271,19.75,43.35
Lebanese-Christian,Italian-Northwest,1.493,45.05,7.52
Jew-Azeri,Italian-North,1.638,46,10
French-Northeast,Jew-Azeri,1.064,40.88,48.02
Spanish-Valencia,Poland-AJ,2.902,52.25,21
Orcadian,Iranian-Central,1.283,31.43,51.07
Bulgarian,French-Northwest,3.454,48.25,-3.24
Kumyk,Armenian,1.881,40.2,44.39
Kurd,Uyghur-North,0.819,43.95,80.86
Lebanese-Muslim,Sicilian-West,1.605,38.02,12.52
Gagauz,Italian-South,2.821,41.89,14.49
Albanian,Bengali,0.534,23.51,89.9
Albanian,Tajik,1.526,38.41,69.6
Saudi,French-Northeast,1.073,48.76,6.13
Punjabi,Lithuanian,0.823,55,23.93
Russian-Northwest,Swede,9.075,59.31,18
Czech,Italian-North,4.047,46,10
French-Northwest,Ukranian-Central,4.169,50.47,30.3
Avar,Lebanese-Muslim,1.086,33.89,35.5
Ingush,Norwegian,1.818,60.32,5.81
Turk-Central,Portuguese,1.505,39.4,-8.22
Jordanian,Egyptian,1.414,30.69,31.28
Latvian,Pashtun,1.887,33.49,70.5
Portuguese,Assyrian-MiddleEast,1.244,37.27,44.21
Uyghur-North,Roman-Iberia,0.953,40.67,-3.14
Assyrian-MiddleEast,Czechia-AJ,1.671,50.08,14.47
Turk-Northeast,Jew-Bulgarian,1.719,42.68,23.32
Bengali,Balkar,0.942,43.5,43.61
Hazara,Estonian,2.252,58.45,25.31
Karachay,Sicilian-West,1.789,38.02,12.52
Turk-South,French-Northwest,2.102,48.25,-3.24
Karakalpak,Spanish-North,1.269,43.05,-3.35
French-North,Jew-Uzbek,1.296,41.31,69.29
Chechen,Finn,3.011,60.39,24.49
Romanian,Spanish-North,2.545,43.05,-3.35
Spanish-North,Orcadian,5.007,59,-3
French-Northeast,Karachay,2.01,43.94,42.52
Moroccan,Portuguese,2.043,39.4,-8.22
Lebanese-Christian,Ukranian-Central,1.356,50.47,30.3
Orcadian,Romania-AJ,2.584,44.43,26.1
Jew-Azeri,Circassian,1.681,44.28,41.55
Spanish-Valencia,Russian-Central,3.25,57.19,38.52
Kumyk,Pole,3.063,51.98,19.4
Bulgarian,Czech,6.395,50.1,14.4
Lebanese-Muslim,Udmurt,1.224,56.43,52.66
Kurd,Spanish-Valencia,1.665,39.02,-0.37
Gagauz,Tuscan,3.074,43.36,11.12
Punjabi,Balkar,0.541,43.5,43.61
Albanian,French-North,3.251,50.18,2.37
Russian-Northwest,Brahui,1.663,30.5,66.5
Saudi,French-Northwest,1.26,48.25,-3.24
Albanian,Palestinian,1.656,32.13,35.04
Avar,Hazara,1.317,33.5,70
French-Northwest,Tabasaran,2.738,42.05,47.81
Turk-Central,Spanish-North,1.234,43.05,-3.35
Ingush,Abkhasian,5.016,43.04,40.93
Czech,Circassian,2.774,44.28,41.55
Jordanian,Komi,1.029,61.87,51.43
Latvian,Chuvash,10.171,55.33,48.74
Portuguese,Lebanese-Muslim,1.142,33.89,35.5
Uyghur-North,Yemenite-Highlands,0.491,14.34,44.68
Turk-Northeast,Hungary-AJ,1.72,47.5,19.08
Assyrian-MiddleEast,Lezgin,1.075,42.05,48.1
Bengali,Kabardian,0.76,43.45,43.37
French-North,Greek-North,2.951,40.64,22.94
Karakalpak,French-Northeast,1.513,48.76,6.13
Karachay,Udmurt,2.015,56.43,52.66
Hazara,Russian-Arctic,2.112,63.43,45.1
Turk-South,Czech,2.245,50.1,14.4
Romanian,French-Northeast,3.994,48.76,6.13
Chechen,Jew-Italian,1.968,41.9,12.48
Spanish-North,Uyghur-North,1.07,43.95,80.86
French-Northeast,Jordanian,0.864,32.03,35.91
Moroccan,Spanish-North,2.341,43.05,-3.35
Lebanese-Christian,Tabasaran,1.095,42.05,47.81
Lebanese-Muslim,Belarus-AJ,1.586,53.9,27.57
Orcadian,BedouinA,1.078,31,35
Jew-Azeri,Iranian-North,1.143,36.29,52.43
Kumyk,Sardinian,1.44,40,9
Bulgarian,Assyrian-MiddleEast,1.738,37.27,44.21
Punjabi,Kabardian,0.566,43.45,43.37
Albanian,Ingush,2.104,43.52,44.58
Gagauz,Slovenian,6.633,46.15,15
Kurd,Moldavian,1.421,46.51,29.66
Russian-Northwest,Uzbek-East,2.155,41.18,69.22
Saudi,Czech,1.614,50.1,14.4
Albanian,Mordvin,4.613,54.49,44.21
Avar,Kumyk,9.64,43.18,46.76
Turk-Central,French-Northeast,1.318,48.76,6.13
Ingush,Icelandic,2.877,64.13,-21.93
Czech,Iranian-North,1.681,36.29,52.43
French-Northwest,Veps,4.9,61.3,35.01
Jordanian,Azeri,1.133,40.97,47.86
Uyghur-North,Spanish-Balearic,0.924,39.33,2.37
Latvian,Ossetian,2.249,43.07,44.23
Portuguese,Hazara,1.114,33.5,70
Turk-Northeast,Georgian,2.784,41.96,42.06
Bengali,Belarusian,1.178,53.64,27.47
Assyrian-MiddleEast,Kazakh-East,0.793,44,87.46
French-North,German,5.507,51.48,10.37
Karachay,Belarus-AJ,1.941,53.9,27.57
Karakalpak,French-Northwest,1.536,48.25,-3.24
Hazara,Karelian,1.742,60.85,32.14
Romanian,French-Northwest,3.815,48.25,-3.24
Turk-South,Assyrian-MiddleEast,1.467,37.27,44.21
Chechen,Italian-Northwest,1.928,45.05,7.52
Spanish-North,Spanish-Valencia,8.914,39.02,-0.37
French-Northeast,Finn,5.646,60.39,24.49
Moroccan,French-Northeast,1.145,48.76,6.13
Lebanese-Christian,Veps,1.317,61.3,35.01
Lebanese-Muslim,Sindhi,0.48,25.49,69
Punjabi,Belarusian,1.385,53.64,27.47
Kumyk,Baloch,1.43,30.5,66.5
Jew-Azeri,BedouinB,1.199,31,35
Bulgarian,Lebanese-Muslim,1.315,33.89,35.5
Albanian,Chechen,1.803,43.33,45.65
Orcadian,Nogai,2.17,44.82,43.22
Gagauz,Slovakian,6.417,48.67,19.7
Moldavian,Jew-Azeri,1.219,40.88,48.02
Kurd,Jew-Azeri,1.366,40.88,48.02
Russian-Northwest,Tatar-Siberia,3.625,57.75,67.71
Albanian,Ukraine-AJ,2.864,50.43,30.52
Saudi,Assyrian-MiddleEast,1.685,37.27,44.21
Avar,Orcadian,2.622,59,-3
Turk-Central,French-Northwest,1.393,48.25,-3.24
Uyghur-North,Druze,0.618,32.05,35.02
Turk-Northeast,Germany-AJ,1.876,52.52,13.4
Ingush,Italian-North,2.012,46,10
Jordanian,Armenian,1.324,40.2,44.39
Czech,BedouinB,1.287,31,35
Portuguese,Kumyk,1.795,43.18,46.76
Latvian,Turk-Northwest,4.017,40.4,28.56
Bengali,Basque-France,0.655,43,0
French-Northwest,Norwegian,6.436,60.32,5.81
Assyrian-MiddleEast,Kazakh-West,0.684,51.8,67.16
French-North,Somali,0.258,5.6,48.3
Karachay,Sindhi,1.144,25.49,69
Karakalpak,Czech,2.474,50.1,14.4
Romanian,Czech,6.166,50.1,14.4
Hazara,Gujarati,1.107,23.2,72.7
Turk-South,Lebanese-Muslim,1.499,33.89,35.5
Chechen,Ukranian-Central,2.37,50.47,30.3
Spanish-North,Moldavian,2.812,46.51,29.66
French-Northeast,Jew-Italian,2.318,41.9,12.48
Moroccan,French-Northwest,1.353,48.25,-3.24
Lebanese-Christian,Norwegian,1.145,60.32,5.81
Lebanese-Muslim,Italian-South,1.398,41.89,14.49
Punjabi,Basque-France,0.628,43,0
Kumyk,Swede,2.923,59.31,18
Bulgarian,Hazara,1.497,33.5,70
Albanian,Kurd,1.523,43.8,40.4
Gagauz,Corsican,2.244,42.04,9.01
Jew-Azeri,Jew-Uzbek,11.675,41.31,69.29
Moldavian,Karachay,2.383,43.94,42.52
Orcadian,Kyrgyz-North,0.917,43.12,81.15
Russian-Northwest,Spanish-Central,3.478,40.36,-3.74
Albanian,Russia-AJ,3.061,55.75,37.62
Kurd,Karachay,1.39,43.94,42.52
Saudi,Lebanese-Muslim,2.363,33.89,35.5
Avar,Uyghur-North,0.824,43.95,80.86
Turk-Northeast,Tatar-Volga,1.492,54.19,52.71
Turk-Central,Czech,1.974,50.1,14.4
Uyghur-North,Adygei,1.206,44.39,39.31
Latvian,Egyptian,1.24,30.69,31.28
Bengali,Croat,0.778,43.63,16.84
Ingush,Circassian,7.443,44.28,41.55
Jordanian,Pole,1.367,51.98,19.4
Assyrian-MiddleEast,Lithuanian,1.521,55,23.93
Portuguese,Orcadian,5.066,59,-3
French-North,Czechia-AJ,2.46,50.08,14.47
French-Northwest,Abkhasian,1.664,43.04,40.93
Czech,Jew-Uzbek,2.082,41.31,69.29
Karachay,Italian-South,1.637,41.89,14.49
Karakalpak,Assyrian-MiddleEast,0.857,37.27,44.21
Romanian,Assyrian-MiddleEast,1.162,37.27,44.21
Hazara,Pashtun,1.777,33.49,70.5
Turk-South,Hazara,1.232,33.5,70
Chechen,Tabasaran,5.095,42.05,47.81
Spanish-North,Jew-Azeri,1.359,40.88,48.02
Moroccan,Czech,1.699,50.1,14.4
French-Northeast,Italian-Northwest,3.617,45.05,7.52
Punjabi,Croat,0.803,43.63,16.84
Lebanese-Muslim,Tuscan,1.276,43.36,11.12
Lebanese-Christian,Abkhasian,1.106,43.04,40.93
Albanian,Avar,1.772,41.93,47.33
Kumyk,Brahui,1.295,30.5,66.5
Bulgarian,Kumyk,1.919,43.18,46.76
Gagauz,Greek-South,3.688,37.9,23.7
Jew-Azeri,Greek-North,1.682,40.64,22.94
Moldavian,Jordanian,1.318,32.03,35.91
Kurd,Jordanian,1.136,32.03,35.91
